[2023-05-08T12:55:47,605] [INFO ] [main] com.pickle.utility.MyLogger: Starting Pickle ...
[2023-05-08T13:28:41,050] [INFO ] [main] com.pickle.utility.MyLogger: Parsing arguments ...
[2023-05-08T13:28:41,053] [INFO ] [main] com.pickle.utility.MyLogger: INPUT PATH: C:\Users\hp\IdeaProjects\pickle-framework\src\test\java\files\yaml
[2023-05-08T13:28:41,054] [INFO ] [main] com.pickle.utility.MyLogger: OUTPUT PATH: C:\Users\hp\IdeaProjects\pickle-framework\src\test\java\files\yaml
[2023-05-08T13:28:43,889] [INFO ] [main] com.pickle.utility.MyLogger: Parsing file: test1.yaml
[2023-05-08T13:28:43,890] [INFO ] [main] com.pickle.utility.MyLogger: INPUT FILE NAME: test1.yaml
[2023-05-08T13:28:43,897] [INFO ] [main] com.pickle.utility.MyLogger: INPUT FILE EXTENSION: YAML
[2023-05-08T13:29:04,649] [ERROR] [main] com.pickle.utility.MyLogger: Path to directory does not exist
[2023-05-08T13:29:04,649] [INFO ] [main] com.pickle.utility.MyLogger: Parsing file: test2.yaml
[2023-05-08T13:29:04,649] [INFO ] [main] com.pickle.utility.MyLogger: INPUT FILE NAME: test2.yaml
[2023-05-08T13:29:04,649] [INFO ] [main] com.pickle.utility.MyLogger: INPUT FILE EXTENSION: YAML
[2023-05-08T13:29:04,651] [ERROR] [main] com.pickle.utility.MyLogger: Path to directory does not exist
[2023-05-08T13:29:07,532] [INFO ] [main] com.pickle.utility.MyLogger: Starting Pickle ...
[2023-05-08T13:29:07,538] [INFO ] [main] com.pickle.utility.MyLogger: Parsing arguments ...
[2023-05-08T13:29:07,542] [INFO ] [main] com.pickle.utility.MyLogger: INPUT PATH: C:\Users\hp\IdeaProjects\pickle-framework\src\test\java\files\yaml
[2023-05-08T13:29:07,542] [INFO ] [main] com.pickle.utility.MyLogger: OUTPUT PATH: C:\Users\hp\IdeaProjects\pickle-framework\src\test\java\files\
[2023-05-08T13:29:13,789] [INFO ] [main] com.pickle.utility.MyLogger: Parsing file: test1.yaml
[2023-05-08T13:29:13,790] [INFO ] [main] com.pickle.utility.MyLogger: INPUT FILE NAME: test1.yaml
[2023-05-08T13:29:13,792] [INFO ] [main] com.pickle.utility.MyLogger: INPUT FILE EXTENSION: YAML
[2023-05-08T13:30:03,634] [ERROR] [main] com.pickle.utility.MyLogger: Path to directory does not exist
[2023-05-08T13:30:03,635] [INFO ] [main] com.pickle.utility.MyLogger: Parsing file: test2.yaml
[2023-05-08T13:30:03,635] [INFO ] [main] com.pickle.utility.MyLogger: INPUT FILE NAME: test2.yaml
[2023-05-08T13:30:03,637] [INFO ] [main] com.pickle.utility.MyLogger: INPUT FILE EXTENSION: YAML
[2023-05-08T13:30:03,637] [ERROR] [main] com.pickle.utility.MyLogger: Path to directory does not exist
[2023-05-08T13:30:06,428] [INFO ] [main] com.pickle.utility.MyLogger: Starting Pickle ...
[2023-05-08T13:30:06,435] [INFO ] [main] com.pickle.utility.MyLogger: Parsing arguments ...
[2023-05-08T13:30:06,439] [INFO ] [main] com.pickle.utility.MyLogger: INPUT PATH: C:\Users\hp\IdeaProjects\pickle-framework\src\test\java\files\yaml
[2023-05-08T13:30:06,440] [INFO ] [main] com.pickle.utility.MyLogger: OUTPUT PATH: C:\Users\hp\IdeaProjects\pickle-framework\src\test\java\files\
[2023-05-08T13:30:07,742] [INFO ] [main] com.pickle.utility.MyLogger: Parsing file: test1.yaml
[2023-05-08T13:30:07,743] [INFO ] [main] com.pickle.utility.MyLogger: INPUT FILE NAME: test1.yaml
[2023-05-08T13:30:07,746] [INFO ] [main] com.pickle.utility.MyLogger: INPUT FILE EXTENSION: YAML
[2023-05-08T13:38:40,882] [ERROR] [main] com.pickle.utility.MyLogger: Path to directory does not exist
[2023-05-08T13:38:46,900] [INFO ] [main] com.pickle.utility.MyLogger: Parsing file: test2.yaml
[2023-05-08T13:38:46,900] [INFO ] [main] com.pickle.utility.MyLogger: INPUT FILE NAME: test2.yaml
[2023-05-08T13:38:46,901] [INFO ] [main] com.pickle.utility.MyLogger: INPUT FILE EXTENSION: YAML
[2023-05-08T13:39:10,540] [ERROR] [main] com.pickle.utility.MyLogger: Path to directory does not exist
[2023-05-08T13:39:26,396] [INFO ] [main] com.pickle.utility.MyLogger: Starting Pickle ...
[2023-05-08T13:39:26,405] [INFO ] [main] com.pickle.utility.MyLogger: Parsing arguments ...
[2023-05-08T13:39:26,409] [INFO ] [main] com.pickle.utility.MyLogger: INPUT PATH: C:\Users\hp\IdeaProjects\pickle-framework\src\test\java\files\yaml
[2023-05-08T13:39:26,409] [INFO ] [main] com.pickle.utility.MyLogger: OUTPUT PATH: C:\Users\hp\IdeaProjects\pickle-framework\src\test\java\files\
[2023-05-08T13:39:28,697] [INFO ] [main] com.pickle.utility.MyLogger: Parsing file: test1.yaml
[2023-05-08T13:39:28,698] [INFO ] [main] com.pickle.utility.MyLogger: INPUT FILE NAME: test1.yaml
[2023-05-08T13:39:28,701] [INFO ] [main] com.pickle.utility.MyLogger: INPUT FILE EXTENSION: YAML
[2023-05-08T13:39:53,276] [ERROR] [main] com.pickle.utility.MyLogger: Path to directory does not exist
[2023-05-08T13:39:53,278] [INFO ] [main] com.pickle.utility.MyLogger: Parsing file: test2.yaml
[2023-05-08T13:39:53,278] [INFO ] [main] com.pickle.utility.MyLogger: INPUT FILE NAME: test2.yaml
[2023-05-08T13:39:53,278] [INFO ] [main] com.pickle.utility.MyLogger: INPUT FILE EXTENSION: YAML
[2023-05-08T13:39:53,279] [ERROR] [main] com.pickle.utility.MyLogger: Path to directory does not exist
[2023-05-08T13:39:56,132] [INFO ] [main] com.pickle.utility.MyLogger: Starting Pickle ...
[2023-05-08T13:39:56,138] [INFO ] [main] com.pickle.utility.MyLogger: Parsing arguments ...
[2023-05-08T13:39:56,142] [INFO ] [main] com.pickle.utility.MyLogger: INPUT PATH: C:\Users\hp\IdeaProjects\pickle-framework\src\test\java\files\yaml
[2023-05-08T13:39:56,142] [INFO ] [main] com.pickle.utility.MyLogger: OUTPUT PATH: C:\Users\hp\IdeaProjects\pickle-framework\src\test\java\files\
[2023-05-08T13:39:58,198] [INFO ] [main] com.pickle.utility.MyLogger: Parsing file: test1.yaml
[2023-05-08T13:39:58,199] [INFO ] [main] com.pickle.utility.MyLogger: INPUT FILE NAME: test1.yaml
[2023-05-08T13:39:58,202] [INFO ] [main] com.pickle.utility.MyLogger: INPUT FILE EXTENSION: YAML
[2023-05-08T13:42:43,673] [ERROR] [main] com.pickle.utility.MyLogger: Path to directory does not exist
[2023-05-08T13:42:43,674] [INFO ] [main] com.pickle.utility.MyLogger: Parsing file: test2.yaml
[2023-05-08T13:42:43,675] [INFO ] [main] com.pickle.utility.MyLogger: INPUT FILE NAME: test2.yaml
[2023-05-08T13:42:43,675] [INFO ] [main] com.pickle.utility.MyLogger: INPUT FILE EXTENSION: YAML
[2023-05-08T13:42:43,677] [ERROR] [main] com.pickle.utility.MyLogger: Path to directory does not exist
[2023-05-08T13:42:46,506] [INFO ] [main] com.pickle.utility.MyLogger: Starting Pickle ...
[2023-05-08T13:42:46,512] [INFO ] [main] com.pickle.utility.MyLogger: Parsing arguments ...
[2023-05-08T13:42:46,515] [INFO ] [main] com.pickle.utility.MyLogger: INPUT PATH: C:\Users\hp\IdeaProjects\pickle-framework\src\test\java\files\yaml
[2023-05-08T13:42:46,515] [INFO ] [main] com.pickle.utility.MyLogger: OUTPUT PATH: C:\Users\hp\IdeaProjects\pickle-framework\src\test\java\files\
[2023-05-08T13:42:50,221] [INFO ] [main] com.pickle.utility.MyLogger: Parsing file: test1.yaml
[2023-05-08T13:42:50,222] [INFO ] [main] com.pickle.utility.MyLogger: INPUT FILE NAME: test1.yaml
[2023-05-08T13:42:50,225] [INFO ] [main] com.pickle.utility.MyLogger: INPUT FILE EXTENSION: YAML
[2023-05-08T13:43:18,967] [ERROR] [main] com.pickle.utility.MyLogger: Path to directory does not exist
[2023-05-08T13:43:18,967] [INFO ] [main] com.pickle.utility.MyLogger: Parsing file: test2.yaml
[2023-05-08T13:43:18,968] [INFO ] [main] com.pickle.utility.MyLogger: INPUT FILE NAME: test2.yaml
[2023-05-08T13:43:18,969] [INFO ] [main] com.pickle.utility.MyLogger: INPUT FILE EXTENSION: YAML
[2023-05-08T13:43:18,970] [ERROR] [main] com.pickle.utility.MyLogger: Path to directory does not exist
[2023-05-08T13:43:21,973] [INFO ] [main] com.pickle.utility.MyLogger: Starting Pickle ...
[2023-05-08T13:43:21,980] [INFO ] [main] com.pickle.utility.MyLogger: Parsing arguments ...
[2023-05-08T13:43:21,983] [INFO ] [main] com.pickle.utility.MyLogger: INPUT PATH: C:\Users\hp\IdeaProjects\pickle-framework\src\test\java\files\yaml
[2023-05-08T13:43:21,983] [INFO ] [main] com.pickle.utility.MyLogger: OUTPUT PATH: C:\Users\hp\IdeaProjects\pickle-framework\src\test\java\files\
[2023-05-08T13:43:24,849] [INFO ] [main] com.pickle.utility.MyLogger: Parsing file: test1.yaml
[2023-05-08T13:43:24,850] [INFO ] [main] com.pickle.utility.MyLogger: INPUT FILE NAME: test1.yaml
[2023-05-08T13:43:24,852] [INFO ] [main] com.pickle.utility.MyLogger: INPUT FILE EXTENSION: YAML
[2023-05-08T13:44:01,635] [ERROR] [main] com.pickle.utility.MyLogger: An error occurred while creating a fileThe system cannot find the path specified
[2023-05-08T13:44:01,636] [INFO ] [main] com.pickle.utility.MyLogger: Parsing file: test2.yaml
[2023-05-08T13:44:01,637] [INFO ] [main] com.pickle.utility.MyLogger: INPUT FILE NAME: test2.yaml
[2023-05-08T13:44:01,637] [INFO ] [main] com.pickle.utility.MyLogger: INPUT FILE EXTENSION: YAML
[2023-05-08T13:44:01,639] [ERROR] [main] com.pickle.utility.MyLogger: An error occurred while creating a fileThe system cannot find the path specified
[2023-05-08T13:44:04,595] [INFO ] [main] com.pickle.utility.MyLogger: Starting Pickle ...
[2023-05-08T13:44:04,602] [INFO ] [main] com.pickle.utility.MyLogger: Parsing arguments ...
[2023-05-08T13:44:04,607] [INFO ] [main] com.pickle.utility.MyLogger: INPUT PATH: C:\Users\hp\IdeaProjects\pickle-framework\src\test\java\files\yaml
[2023-05-08T13:44:04,607] [INFO ] [main] com.pickle.utility.MyLogger: OUTPUT PATH: C:\Users\hp\IdeaProjects\pickle-framework\src\test\java\files\
[2023-05-08T13:44:05,913] [INFO ] [main] com.pickle.utility.MyLogger: Parsing file: test1.yaml
[2023-05-08T13:44:05,914] [INFO ] [main] com.pickle.utility.MyLogger: INPUT FILE NAME: test1.yaml
[2023-05-08T13:44:05,916] [INFO ] [main] com.pickle.utility.MyLogger: INPUT FILE EXTENSION: YAML
[2023-05-08T13:44:33,926] [ERROR] [main] com.pickle.utility.MyLogger: An error occurred while creating a fileThe system cannot find the path specified
[2023-05-08T13:44:47,357] [INFO ] [main] com.pickle.utility.MyLogger: Parsing file: test2.yaml
[2023-05-08T13:44:47,358] [INFO ] [main] com.pickle.utility.MyLogger: INPUT FILE NAME: test2.yaml
[2023-05-08T13:44:47,358] [INFO ] [main] com.pickle.utility.MyLogger: INPUT FILE EXTENSION: YAML
[2023-05-08T13:45:05,809] [ERROR] [main] com.pickle.utility.MyLogger: An error occurred while creating a fileThe system cannot find the path specified
[2023-05-08T13:56:32,564] [INFO ] [main] com.pickle.utility.MyLogger: Starting Pickle ...
[2023-05-08T13:56:32,571] [INFO ] [main] com.pickle.utility.MyLogger: Parsing arguments ...
[2023-05-08T13:56:32,574] [INFO ] [main] com.pickle.utility.MyLogger: INPUT PATH: C:\Users\hp\IdeaProjects\pickle-framework\src\test\java\files\yaml
[2023-05-08T13:56:32,575] [INFO ] [main] com.pickle.utility.MyLogger: OUTPUT PATH: C:\Users\hp\IdeaProjects\pickle-framework\src\test\java\files\yaml
[2023-05-08T13:56:36,374] [INFO ] [main] com.pickle.utility.MyLogger: Parsing file: test1.yaml
[2023-05-08T13:56:36,375] [INFO ] [main] com.pickle.utility.MyLogger: INPUT FILE NAME: test1.yaml
[2023-05-08T13:56:36,377] [INFO ] [main] com.pickle.utility.MyLogger: INPUT FILE EXTENSION: YAML
[2023-05-08T13:57:33,724] [ERROR] [main] com.pickle.utility.MyLogger: An error occurred while creating a fileThe system cannot find the path specified
[2023-05-08T13:57:33,725] [INFO ] [main] com.pickle.utility.MyLogger: Parsing file: test2.yaml
[2023-05-08T13:57:33,725] [INFO ] [main] com.pickle.utility.MyLogger: INPUT FILE NAME: test2.yaml
[2023-05-08T13:57:33,726] [INFO ] [main] com.pickle.utility.MyLogger: INPUT FILE EXTENSION: YAML
[2023-05-08T13:57:33,727] [ERROR] [main] com.pickle.utility.MyLogger: An error occurred while creating a fileThe system cannot find the path specified
[2023-05-08T13:57:36,650] [INFO ] [main] com.pickle.utility.MyLogger: Starting Pickle ...
[2023-05-08T13:57:36,657] [INFO ] [main] com.pickle.utility.MyLogger: Parsing arguments ...
[2023-05-08T13:57:36,661] [INFO ] [main] com.pickle.utility.MyLogger: INPUT PATH: C:\Users\hp\IdeaProjects\pickle-framework\src\test\java\files\yaml
[2023-05-08T13:57:36,661] [INFO ] [main] com.pickle.utility.MyLogger: OUTPUT PATH: C:\Users\hp\IdeaProjects\pickle-framework\src\test\java\files\yaml
[2023-05-08T13:57:38,963] [INFO ] [main] com.pickle.utility.MyLogger: Parsing file: test1.yaml
[2023-05-08T13:57:38,964] [INFO ] [main] com.pickle.utility.MyLogger: INPUT FILE NAME: test1.yaml
[2023-05-08T13:57:38,967] [INFO ] [main] com.pickle.utility.MyLogger: INPUT FILE EXTENSION: YAML
[2023-05-08T13:57:55,068] [INFO ] [main] com.pickle.utility.MyLogger: Parsing file: test2.yaml
[2023-05-08T13:57:55,069] [INFO ] [main] com.pickle.utility.MyLogger: INPUT FILE NAME: test2.yaml
[2023-05-08T13:57:55,069] [INFO ] [main] com.pickle.utility.MyLogger: INPUT FILE EXTENSION: YAML
[2023-05-08T13:58:01,126] [INFO ] [main] com.pickle.utility.MyLogger: Starting Pickle ...
[2023-05-08T13:58:01,132] [INFO ] [main] com.pickle.utility.MyLogger: Parsing arguments ...
[2023-05-08T13:58:01,136] [INFO ] [main] com.pickle.utility.MyLogger: INPUT PATH: C:\Users\hp\IdeaProjects\pickle-framework\src\test\java\files\yaml
[2023-05-08T13:58:01,136] [INFO ] [main] com.pickle.utility.MyLogger: OUTPUT PATH: C:\Users\hp\IdeaProjects\pickle-framework\src\test\java\files\yaml
[2023-05-08T13:58:01,137] [INFO ] [main] com.pickle.utility.MyLogger: Parsing file: pickle-output
[2023-05-08T13:58:01,137] [INFO ] [main] com.pickle.utility.MyLogger: INPUT FILE NAME: pickle-output
[2023-05-08T13:58:01,138] [INFO ] [main] com.pickle.utility.MyLogger: INPUT FILE EXTENSION: NONE
[2023-05-08T14:03:11,919] [INFO ] [main] com.pickle.utility.MyLogger: Starting Pickle ...
[2023-05-08T14:03:11,927] [INFO ] [main] com.pickle.utility.MyLogger: Parsing arguments ...
[2023-05-08T14:03:11,931] [INFO ] [main] com.pickle.utility.MyLogger: INPUT PATH: C:\Users\hp\IdeaProjects\pickle-framework\src\test\java\files\yaml
[2023-05-08T14:03:11,931] [INFO ] [main] com.pickle.utility.MyLogger: OUTPUT PATH: C:\Users\hp\IdeaProjects\pickle-framework\src\test\java\files\yaml
[2023-05-08T14:03:11,938] [INFO ] [main] com.pickle.utility.MyLogger: Parsing file: pickle-output
[2023-05-08T14:03:11,938] [INFO ] [main] com.pickle.utility.MyLogger: INPUT FILE NAME: pickle-output
[2023-05-08T14:03:11,939] [INFO ] [main] com.pickle.utility.MyLogger: INPUT FILE EXTENSION: NONE
[2023-05-08T14:03:32,290] [INFO ] [main] com.pickle.utility.MyLogger: Starting Pickle ...
[2023-05-08T14:03:32,296] [INFO ] [main] com.pickle.utility.MyLogger: Parsing arguments ...
[2023-05-08T14:03:32,299] [INFO ] [main] com.pickle.utility.MyLogger: INPUT PATH: C:\Users\hp\IdeaProjects\pickle-framework\src\test\java\files\yaml
[2023-05-08T14:03:32,299] [INFO ] [main] com.pickle.utility.MyLogger: OUTPUT PATH: C:\Users\hp\IdeaProjects\pickle-framework\src\test\java\files\yaml
[2023-05-08T14:03:35,062] [INFO ] [main] com.pickle.utility.MyLogger: Parsing file: pickle-output
[2023-05-08T14:03:35,063] [INFO ] [main] com.pickle.utility.MyLogger: INPUT FILE NAME: pickle-output
[2023-05-08T14:03:35,065] [INFO ] [main] com.pickle.utility.MyLogger: INPUT FILE EXTENSION: NONE
[2023-05-08T14:04:05,370] [INFO ] [main] com.pickle.utility.MyLogger: Starting Pickle ...
[2023-05-08T14:04:05,377] [INFO ] [main] com.pickle.utility.MyLogger: Parsing arguments ...
[2023-05-08T14:04:05,380] [INFO ] [main] com.pickle.utility.MyLogger: INPUT PATH: C:\Users\hp\IdeaProjects\pickle-framework\src\test\java\files\yaml
[2023-05-08T14:04:05,380] [INFO ] [main] com.pickle.utility.MyLogger: OUTPUT PATH: C:\Users\hp\IdeaProjects\pickle-framework\src\test\java\files\yaml
[2023-05-08T14:04:09,666] [INFO ] [main] com.pickle.utility.MyLogger: Parsing file: pickle-output
[2023-05-08T14:04:09,667] [INFO ] [main] com.pickle.utility.MyLogger: INPUT FILE NAME: pickle-output
[2023-05-08T14:04:09,669] [INFO ] [main] com.pickle.utility.MyLogger: INPUT FILE EXTENSION: NONE
[2023-05-08T14:04:41,082] [INFO ] [main] com.pickle.utility.MyLogger: Starting Pickle ...
[2023-05-08T14:04:41,088] [INFO ] [main] com.pickle.utility.MyLogger: Parsing arguments ...
[2023-05-08T14:04:41,091] [INFO ] [main] com.pickle.utility.MyLogger: INPUT PATH: C:\Users\hp\IdeaProjects\pickle-framework\src\test\java\files\yaml
[2023-05-08T14:04:41,091] [INFO ] [main] com.pickle.utility.MyLogger: OUTPUT PATH: C:\Users\hp\IdeaProjects\pickle-framework\src\test\java\files\yaml
[2023-05-08T14:04:50,649] [INFO ] [main] com.pickle.utility.MyLogger: Parsing file: pickle-output
[2023-05-08T14:04:50,650] [INFO ] [main] com.pickle.utility.MyLogger: INPUT FILE NAME: pickle-output
[2023-05-08T14:04:50,653] [INFO ] [main] com.pickle.utility.MyLogger: INPUT FILE EXTENSION: NONE
[2023-05-08T14:06:42,349] [INFO ] [main] com.pickle.utility.MyLogger: Starting Pickle ...
[2023-05-08T14:06:42,354] [INFO ] [main] com.pickle.utility.MyLogger: Parsing arguments ...
[2023-05-08T14:06:42,358] [INFO ] [main] com.pickle.utility.MyLogger: INPUT PATH: C:\Users\hp\IdeaProjects\pickle-framework\src\test\java\files\yaml
[2023-05-08T14:06:42,358] [INFO ] [main] com.pickle.utility.MyLogger: OUTPUT PATH: C:\Users\hp\IdeaProjects\pickle-framework\src\test\java\files\yaml
[2023-05-08T14:06:44,900] [INFO ] [main] com.pickle.utility.MyLogger: Parsing file: pickle-output
[2023-05-08T14:06:44,901] [INFO ] [main] com.pickle.utility.MyLogger: INPUT FILE NAME: pickle-output
[2023-05-08T14:06:44,903] [INFO ] [main] com.pickle.utility.MyLogger: INPUT FILE EXTENSION: NONE
[2023-05-08T14:06:54,897] [INFO ] [main] com.pickle.utility.MyLogger: Starting Pickle ...
[2023-05-08T14:06:54,905] [INFO ] [main] com.pickle.utility.MyLogger: Parsing arguments ...
[2023-05-08T14:06:54,910] [INFO ] [main] com.pickle.utility.MyLogger: INPUT PATH: C:\Users\hp\IdeaProjects\pickle-framework\src\test\java\files\yaml
[2023-05-08T14:06:54,910] [INFO ] [main] com.pickle.utility.MyLogger: OUTPUT PATH: C:\Users\hp\IdeaProjects\pickle-framework\src\test\java\files\yaml
[2023-05-08T14:06:56,294] [INFO ] [main] com.pickle.utility.MyLogger: Parsing file: pickle-output
[2023-05-08T14:06:56,295] [INFO ] [main] com.pickle.utility.MyLogger: INPUT FILE NAME: pickle-output
[2023-05-08T14:06:56,297] [INFO ] [main] com.pickle.utility.MyLogger: INPUT FILE EXTENSION: NONE
[2023-05-08T14:06:56,297] [INFO ] [main] com.pickle.utility.MyLogger: Parsing file: test1.yaml
[2023-05-08T14:06:56,298] [INFO ] [main] com.pickle.utility.MyLogger: INPUT FILE NAME: test1.yaml
[2023-05-08T14:06:56,298] [INFO ] [main] com.pickle.utility.MyLogger: INPUT FILE EXTENSION: YAML
[2023-05-08T14:07:07,640] [INFO ] [main] com.pickle.utility.MyLogger: Parsing file: test2.yaml
[2023-05-08T14:07:07,641] [INFO ] [main] com.pickle.utility.MyLogger: INPUT FILE NAME: test2.yaml
[2023-05-08T14:07:07,641] [INFO ] [main] com.pickle.utility.MyLogger: INPUT FILE EXTENSION: YAML
[2023-05-08T14:07:12,180] [INFO ] [main] com.pickle.utility.MyLogger: Starting Pickle ...
[2023-05-08T14:07:12,187] [INFO ] [main] com.pickle.utility.MyLogger: Parsing arguments ...
[2023-05-08T14:07:12,191] [INFO ] [main] com.pickle.utility.MyLogger: INPUT PATH: C:\Users\hp\IdeaProjects\pickle-framework\src\test\java\files\yaml
[2023-05-08T14:07:12,191] [INFO ] [main] com.pickle.utility.MyLogger: OUTPUT PATH: C:\Users\hp\IdeaProjects\pickle-framework\src\test\java\files\yaml
[2023-05-08T14:07:16,863] [INFO ] [main] com.pickle.utility.MyLogger: Parsing file: pickle-output
[2023-05-08T14:07:16,864] [INFO ] [main] com.pickle.utility.MyLogger: INPUT FILE NAME: pickle-output
[2023-05-08T14:07:16,867] [INFO ] [main] com.pickle.utility.MyLogger: INPUT FILE EXTENSION: NONE
[2023-05-08T14:07:16,867] [INFO ] [main] com.pickle.utility.MyLogger: Parsing file: test1.yaml
[2023-05-08T14:07:16,868] [INFO ] [main] com.pickle.utility.MyLogger: INPUT FILE NAME: test1.yaml
[2023-05-08T14:07:16,868] [INFO ] [main] com.pickle.utility.MyLogger: INPUT FILE EXTENSION: YAML
[2023-05-08T14:07:48,527] [INFO ] [main] com.pickle.utility.MyLogger: Parsing file: test2.yaml
[2023-05-08T14:07:48,528] [INFO ] [main] com.pickle.utility.MyLogger: INPUT FILE NAME: test2.yaml
[2023-05-08T14:07:48,529] [INFO ] [main] com.pickle.utility.MyLogger: INPUT FILE EXTENSION: YAML
[2023-05-08T14:07:52,124] [INFO ] [main] com.pickle.utility.MyLogger: Starting Pickle ...
[2023-05-08T14:07:52,131] [INFO ] [main] com.pickle.utility.MyLogger: Parsing arguments ...
[2023-05-08T14:07:52,135] [INFO ] [main] com.pickle.utility.MyLogger: INPUT PATH: C:\Users\hp\IdeaProjects\pickle-framework\src\test\java\files\yaml
[2023-05-08T14:07:52,135] [INFO ] [main] com.pickle.utility.MyLogger: OUTPUT PATH: C:\Users\hp\IdeaProjects\pickle-framework\src\test\java\files\yaml
[2023-05-08T14:07:55,236] [INFO ] [main] com.pickle.utility.MyLogger: Parsing file: pickle-output
[2023-05-08T14:07:55,237] [INFO ] [main] com.pickle.utility.MyLogger: INPUT FILE NAME: pickle-output
[2023-05-08T14:07:55,239] [INFO ] [main] com.pickle.utility.MyLogger: INPUT FILE EXTENSION: NONE
[2023-05-08T14:07:55,240] [INFO ] [main] com.pickle.utility.MyLogger: Parsing file: test1.yaml
[2023-05-08T14:07:55,241] [INFO ] [main] com.pickle.utility.MyLogger: INPUT FILE NAME: test1.yaml
[2023-05-08T14:07:55,241] [INFO ] [main] com.pickle.utility.MyLogger: INPUT FILE EXTENSION: YAML
[2023-05-08T14:09:50,394] [INFO ] [main] com.pickle.utility.MyLogger: Parsing file: test2.yaml
[2023-05-08T14:09:50,395] [INFO ] [main] com.pickle.utility.MyLogger: INPUT FILE NAME: test2.yaml
[2023-05-08T14:09:50,395] [INFO ] [main] com.pickle.utility.MyLogger: INPUT FILE EXTENSION: YAML
[2023-05-08T14:10:22,236] [ERROR] [main] com.pickle.utility.MyLogger: An error occurred while creating the output fileThe system cannot find the path specified
[2023-05-08T14:10:25,077] [INFO ] [main] com.pickle.utility.MyLogger: Starting Pickle ...
